lat,lng,population,Location
39.6017,-78.945,0,"Ocean, MD"
39.0144,-76.68,28282,"Crofton, MD"
38.877,-75.8264,4832,"Denton, MD"
39.0661,-76.6939,40479,"Odenton, MD"
39.1541,-76.2097,257,"Edesville, MD"
39.4861,-76.3908,3745,"Pleasant Hills, MD"
38.9041,-76.518,8656,"Mayo, MD"
38.6963,-76.8846,9762,"Brandywine, MD"
38.8379,-76.5514,596,"Galesville, MD"
39.1023,-77.0691,9322,"Leisure World, MD"
38.3922,-75.3494,1002,"Willards, MD"
39.6109,-76.8551,6357,"Hampstead, MD"
38.9953,-76.8885,23489,"Greenbelt, MD"
39.6269,-77.8562,284,"Pinesburg, MD"
39.3266,-76.5084,19151,"Rosedale, MD"
38.9191,-75.9535,214,"Queen Anne, MD"
38.3755,-75.5867,106034,"Salisbury, MD"
39.4794,-79.0768,203,"Bloomington, MD"
38.8896,-75.8389,167,"West Denton, MD"
38.9612,-76.9548,18333,"Hyattsville, MD"
39.4552,-76.8144,26903,"Reisterstown, MD"
38.9943,-77.0737,9844,"Chevy Chase, MD"
39.3054,-76.7489,39296,"Woodlawn, MD"
39.5403,-78.8858,538,"Rawlings, MD"
39.5357,-77.6463,186,"Mapleville, MD"
39.1016,-76.8051,17696,"Maryland City, MD"
38.7884,-76.2243,1028,"St. Michaels, MD"
39.6102,-78.9635,119,"Klondike, MD"
38.1483,-76.5201,917,"Piney Point, MD"
39.4673,-76.1308,2624,"Aberdeen Proving Ground, MD"
39.4111,-77.3026,9450,"Linganore, MD"
38.6635,-76.0518,1002,"Trappe, MD"
38.445,-75.5662,3210,"Delmar, MD"
38.2749,-75.2735,467,"Newark, MD"
39.3919,-79.3726,528,"Loch Lynn Heights, MD"
39.6143,-77.5943,214,"Jugtown, MD"
39.0571,-77.2458,12204,"Travilah, MD"
39.1941,-76.7427,19367,"Elkridge, MD"
39.653,-77.8306,2048,"Wilson-Conococheague, MD"
39.0191,-77.0445,6804,"Forest Glen, MD"
39.5481,-76.1146,13576,"Havre de Grace, MD"
39.3903,-77.2775,717,"New Market, MD"
39.6553,-78.8941,915,"Eckhart Mines, MD"
39.4041,-76.9529,32064,"Eldersburg, MD"
38.9254,-76.9141,6477,"Cheverly, MD"
38.776,-76.0702,17742,"Easton, MD"
39.3317,-77.6214,312,"Rosemont, MD"
38.8306,-76.7699,10398,"Marlboro Village, MD"
39.4991,-79.0513,263,"Franklin, MD"
39.145,-75.8656,167,"Barclay, MD"
39.5442,-77.1017,1397,"New Windsor, MD"
38.0659,-75.4134,172,"Stockton, MD"
38.8022,-76.8419,3744,"Melwood, MD"
38.9528,-75.8828,1638,"Ridgely, MD"
39.1516,-76.9163,3783,"Fulton, MD"
38.3939,-75.4074,1462,"Pittsville, MD"
38.894,-76.8878,4302,"Peppermill Village, MD"
38.9565,-76.778,5762,"Fairwood, MD"
39.073,-77.0009,14633,"Colesville, MD"
39.2646,-76.7424,41440,"Catonsville, MD"
39.6032,-76.4752,3255,"Jarrettsville, MD"
38.7499,-76.9063,39230,"Clinton, MD"
39.1808,-77.059,139,"Brookeville, MD"
38.5104,-77.0197,15,"Port Tobacco Village, MD"
39.4343,-76.6516,12097,"Mays Chapel, MD"
39.3807,-77.4206,19394,"Ballenger Creek, MD"
39.0188,-77.0785,8684,"South Kensington, MD"
39.6969,-79.1528,875,"Grantsville, MD"
39.7053,-78.1749,1548,"Hancock, MD"
39.6421,-78.8887,76,"Clarysville, MD"
39.626,-77.9397,104,"Big Spring, MD"
38.9654,-76.8773,13023,"New Carrollton, MD"
39.3866,-77.3434,1631,"Bartonsville, MD"
39.145,-75.9808,760,"Church Hill, MD"
38.2969,-76.495,13440,"California, MD"
38.3039,-76.6396,6113,"Leonardtown, MD"
38.9302,-76.9437,1467,"Colmar Manor, MD"
39.621,-77.4076,7383,"Thurmont, MD"
38.1654,-76.5366,451,"Tall Timbers, MD"
39.5786,-77.6477,359,"Beaver Creek, MD"
39.405,-76.5236,30178,"Carney, MD"
38.5737,-75.7925,58,"Brookview, MD"
39.2773,-76.8344,71737,"Ellicott City, MD"
39.3285,-77.705,95,"Sandy Hook, MD"
38.3574,-76.4147,9229,"Chesapeake Ranch Estates, MD"
39.5409,-79.0075,208,"Moscow, MD"
39.1335,-77.1465,17317,"Redland, MD"
39.533,-77.3095,1225,"Woodsboro, MD"
38.7112,-75.909,709,"Preston, MD"
38.2886,-75.6904,347,"Allen, MD"
38.9424,-76.8946,1669,"Landover Hills, MD"
39.3661,-77.5409,2203,"Jefferson, MD"
38.791,-76.5469,5148,"Deale, MD"
38.2754,-76.8428,132,"Rock Point, MD"
39.3762,-77.6843,52,"Yarrowsburg, MD"
38.968,-77.141,273,"Glen Echo, MD"
38.9698,-77.0793,2076,"Chevy Chase Village, MD"
39.7091,-77.569,147,"Ringgold, MD"
38.5149,-76.2155,235,"Madison, MD"
38.8309,-75.8511,107,"Williston, MD"
38.8106,-76.9495,8278,"Temple Hills, MD"
39.3894,-79.1833,305,"Kitzmiller, MD"
39.7111,-77.8406,26,"Fairview, MD"
39.2428,-76.6922,21167,"Arbutus, MD"
38.6144,-77.085,7518,"Bryans Road, MD"
39.3944,-76.619,58766,"Towson, MD"
39.6425,-76.2035,485,"Darlington, MD"
39.096,-77.3033,6540,"Darnestown, MD"
39.7051,-77.3217,6990,"Emmitsburg, MD"
39.6945,-78.797,448,"Corriganville, MD"
39.5357,-77.7463,663,"Fairplay, MD"
38.6719,-76.7428,1766,"Baden, MD"
39.4793,-76.63,20789,"Cockeysville, MD"
38.8588,-76.8885,6022,"District Heights, MD"
39.1559,-76.6072,68768,"Glen Burnie, MD"
39.467,-77.686,0,"Eakles Mill, MD"
39.4145,-79.4801,145,"Hutton, MD"
39.1628,-76.5263,13977,"Riviera Beach, MD"
38.6623,-76.819,658,"Cedarville, MD"
38.9241,-76.8875,22852,"Landover, MD"
38.8285,-76.5211,5865,"Shady Side, MD"
38.8952,-76.9016,4823,"Seat Pleasant, MD"
38.2578,-75.9059,81,"Nanticoke Acres, MD"
39.0437,-76.4974,23041,"Arnold, MD"
38.473,-76.3126,201,"Taylors Island, MD"
39.0236,-77.0102,8361,"Four Corners, MD"
38.9424,-76.9263,9450,"Bladensburg, MD"
38.9222,-76.781,4426,"Woodmore, MD"
38.9706,-76.5047,39321,"Annapolis, MD"
39.6081,-78.9497,19,"Woodland, MD"
39.1362,-75.7667,115,"Templeville, MD"
39.6457,-78.0073,76,"Indian Springs, MD"
39.1355,-76.6958,49076,"Severn, MD"
39.5286,-77.7437,684,"Tilghmanton, MD"
38.5376,-76.7748,1933,"Hughesville, MD"
38.9574,-76.7422,58859,"Bowie, MD"
38.9795,-77.0693,1004,"Martin's Additions, MD"
38.5699,-77.0304,574,"Pomfret, MD"
39.1552,-76.5537,27484,"Pasadena, MD"
38.3767,-75.7526,152,"Quantico, MD"
39.1869,-76.633,17627,"Ferndale, MD"
39.3059,-75.9947,292,"Kennedyville, MD"
39.4018,-77.6583,120,"Gapland, MD"
39.5544,-76.3733,31263,"Bel Air North, MD"
39.0393,-77.1191,50056,"North Bethesda, MD"
39.546,-77.7246,149,"Breathedsville, MD"
39.0254,-76.9751,5734,"Hillandale, MD"
38.544,-76.5879,3065,"Prince Frederick, MD"
39.6487,-79.1835,251,"Jennings, MD"
38.8617,-76.7549,10965,"Brock Hall, MD"
39.4968,-77.7672,77,"Mercersville, MD"
39.6237,-78.9567,111,"Carlos, MD"
38.5515,-76.0787,14312,"Cambridge, MD"
39.3024,-76.4457,39494,"Essex, MD"
39.3301,-77.4316,1154,"Buckeystown, MD"
38.9666,-77.0963,1285,"Somerset, MD"
38.5116,-76.6797,422,"Benedict, MD"
38.49,-76.7019,2978,"Golden Beach, MD"
39.7136,-77.4947,747,"Highfield-Cascade, MD"
39.6803,-78.6903,329,"Pleasant Grove, MD"
39.6766,-77.547,154,"Edgemont, MD"
39.0492,-77.0572,50095,"Wheaton, MD"
39.7177,-77.7239,16,"Middleburg, MD"
39.3345,-76.4318,25654,"Middle River, MD"
38.8021,-76.7839,1772,"Queensland, MD"
38.8518,-76.8708,11689,"Forestville, MD"
39.4598,-79.2328,62,"Swanton, MD"
38.6822,-75.9492,228,"Choptank, MD"
39.6265,-78.9384,461,"Shaft, MD"
39.4067,-76.4781,28681,"Perry Hall, MD"
38.88,-76.8289,11805,"Largo, MD"
39.6876,-78.7541,569,"Bowmans Addition, MD"
38.3325,-76.4295,2938,"Drum Point, MD"
39.0412,-77.0214,13445,"Kemp Mill, MD"
38.9897,-76.9808,19561,"Langley Park, MD"
39.4045,-75.8676,673,"Cecilton, MD"
39.5051,-76.3197,48060,"Bel Air South, MD"
39.087,-77.0401,4981,"Layhill, MD"
39.5148,-77.757,56,"Bakersville, MD"
38.3936,-75.4748,411,"Parsonsburg, MD"
38.996,-76.9337,32303,"College Park, MD"
39.0225,-76.5903,1679,"Crownsville, MD"
38.7117,-76.6055,2634,"Owings, MD"
39.318,-77.6253,9067,"Brunswick, MD"
39.0804,-76.9527,24226,"Fairland, MD"
39.0697,-77.0466,16917,"Glenmont, MD"
39.4291,-77.6748,85,"Trego-Rohrersville Station, MD"
38.2792,-75.6533,853,"Eden, MD"
38.4568,-76.4737,2080,"Long Beach, MD"
39.075,-75.7661,145,"Henderson, MD"
39.2211,-77.3798,184,"Barnesville, MD"
37.9748,-76.0251,162,"Smith Island, MD"
39.0433,-76.9905,19525,"White Oak, MD"
39.3783,-77.6614,49,"Brownsville, MD"
39.1065,-76.9993,15482,"Cloverly, MD"
38.3372,-76.4611,2168,"Solomons, MD"
39.4832,-77.3559,6181,"Walkersville, MD"
38.8053,-76.8744,2962,"Andrews AFB, MD"
38.3998,-75.0716,6969,"Ocean City, MD"
38.9719,-76.9445,2656,"University Park, MD"
38.6849,-76.1703,607,"Oxford, MD"
39.3819,-76.4574,9660,"White Marsh, MD"
38.7359,-76.5878,293,"Friendship, MD"
38.3214,-75.6246,5285,"Fruitland, MD"
39.4463,-76.6083,10548,"Timonium, MD"
39.0265,-77.0737,2394,"Kensington, MD"
38.3296,-75.3753,91,"Powellville, MD"
38.4667,-76.7847,1937,"Charlotte Hall, MD"
39.3714,-76.9716,3941,"Sykesville, MD"
39.6928,-77.6206,520,"Leitersburg, MD"
38.4243,-75.6871,1088,"Hebron, MD"
39.6163,-77.77,11043,"Halfway, MD"
39.579,-75.9812,1192,"Charlestown, MD"
39.4023,-76.7514,9033,"Garrison, MD"
39.0433,-76.4471,8769,"Cape St. Claire, MD"
39.087,-76.5687,38725,"Severna Park, MD"
39.7188,-78.7787,479,"Ellerslie, MD"
38.5987,-77.1555,3807,"Indian Head, MD"
39.5549,-77.8016,304,"Downsville, MD"
39.4766,-79.0593,61,"Luke, MD"
38.4202,-76.5475,503,"Broomes Island, MD"
39.2718,-76.0933,56,"Worton, MD"
38.8181,-76.9836,18158,"Glassmanor, MD"
39.5146,-76.173,16049,"Aberdeen, MD"
39.5738,-77.7482,3379,"St. James, MD"
37.9827,-75.8516,3435,"Crisfield, MD"
38.8052,-76.9198,21058,"Camp Springs, MD"
38.7883,-77.0106,3799,"National Harbor, MD"
39.6564,-77.5763,2977,"Smithsburg, MD"
38.5634,-75.7151,134,"Galestown, MD"
38.5839,-76.0977,1365,"Algonquin, MD"
38.9704,-76.2385,492,"Kent Narrows, MD"
39.3051,-76.6144,2170504,"Baltimore, MD"
39.3444,-76.7668,30104,"Milford Mill, MD"
39.6266,-77.663,7976,"Robinwood, MD"
39.6806,-77.5615,333,"Greensburg, MD"
38.6268,-75.864,2033,"Hurlock, MD"
39.0928,-77.0822,52386,"Aspen Hill, MD"
39.5734,-77.1745,963,"Union Bridge, MD"
38.4413,-75.2092,671,"Bishopville, MD"
39.6067,-75.8209,15652,"Elkton, MD"
38.2482,-75.9017,32,"Waterview, MD"
39.5912,-78.855,6163,"Cresaptown, MD"
39.6448,-78.9224,300,"Grahamtown, MD"
39.6077,-75.9414,3635,"North East, MD"
39.5974,-77.818,2113,"Williamsport, MD"
38.96,-76.9108,15645,"East Riverdale, MD"
39.435,-77.6655,90,"Rohrersville, MD"
38.6176,-77.0077,13208,"Bensville, MD"
38.8373,-76.9641,16137,"Hillcrest Heights, MD"
38.9866,-77.1188,63168,"Bethesda, MD"
38.597,-75.9233,378,"East New Market, MD"
38.9385,-76.9492,1366,"Cottage City, MD"
38.1016,-75.8074,306,"Fairmount, MD"
38.9408,-76.4997,10841,"Annapolis Neck, MD"
38.6929,-75.7727,3104,"Federalsburg, MD"
39.1466,-77.0715,35766,"Olney, MD"
38.6745,-77.0023,11546,"Accokeek, MD"
38.708,-76.5347,2014,"North Beach, MD"
39.4115,-76.7913,34231,"Owings Mills, MD"
39.1485,-76.8228,6577,"Savage, MD"
38.9929,-76.9131,3278,"Berwyn Heights, MD"
39.528,-75.8095,693,"Chesapeake City, MD"
39.3923,-77.6275,159,"Burkittsville, MD"
39.2036,-76.0465,1826,"Kingstown, MD"
39.5332,-76.4452,9082,"Fallston, MD"
39.0677,-76.5963,2301,"Arden on the Severn, MD"
39.5659,-78.979,1128,"Lonaconing, MD"
38.481,-75.832,267,"Vienna, MD"
39.3832,-76.5519,31762,"Parkville, MD"
39.4043,-77.3413,6123,"Spring Ridge, MD"
38.8105,-76.9995,2572,"Forest Heights, MD"
39.6152,-78.9084,107,"Vale Summit, MD"
39.554,-77.6218,673,"Mount Lena, MD"
39.0578,-76.9488,18145,"Calverton, MD"
39.3742,-77.1534,9416,"Mount Airy, MD"
38.9677,-76.2823,4904,"Chester, MD"
39.5063,-77.569,1759,"Myersville, MD"
39.6402,-77.7217,185704,"Hagerstown, MD"
39.4222,-76.5696,4922,"Hampton, MD"
39.1346,-77.2132,68710,"Gaithersburg, MD"
38.9633,-77.09,5051,"Friendship Heights Village, MD"
38.7601,-76.9642,10200,"Friendly, MD"
39.1833,-75.8535,481,"Sudlersville, MD"
38.3193,-75.8738,108,"Tyaskin, MD"
39.217,-76.6174,14833,"Brooklyn Park, MD"
39.3533,-77.6892,411,"Garretts Mill, MD"
38.9745,-76.3184,6694,"Stevensville, MD"
39.4181,-76.3516,12686,"Joppatowne, MD"
38.7458,-76.7555,2798,"Croom, MD"
38.5664,-76.6872,70,"Eagle Harbor, MD"
38.868,-75.9989,740,"Cordova, MD"
38.8766,-76.9074,4553,"Capitol Heights, MD"
38.4589,-75.7566,347,"Mardela Springs, MD"
38.9449,-76.5876,3802,"Riva, MD"
38.2707,-75.7935,89,"Whitehaven, MD"
38.2053,-75.6969,11262,"Princess Anne, MD"
38.2543,-76.4415,11937,"Lexington Park, MD"
39.1136,-77.1509,1984,"Derwood, MD"
39.0028,-77.0207,79483,"Silver Spring, MD"
39.6234,-77.5916,74,"Pondsville, MD"
38.8754,-76.8862,11569,"Walker Mill, MD"
38.9383,-76.8423,3039,"Springdale, MD"
39.421,-76.2968,25858,"Edgewood, MD"
38.9859,-76.488,5693,"Naval Academy, MD"
38.8888,-76.789,13282,"Kettering, MD"
39.0392,-77.0723,9856,"North Kensington, MD"
39.688,-76.3876,929,"Pylesville, MD"
39.6798,-77.6921,2623,"Paramount-Long Meadow, MD"
39.0774,-76.9023,2743,"Konterra, MD"
39.3065,-77.4668,2542,"Adamstown, MD"
39.5831,-78.9512,237,"Gilmore, MD"
38.8265,-76.8896,1582,"Morningside, MD"
39.3642,-76.5176,12014,"Overlea, MD"
39.424,-79.326,369,"Deer Park, MD"
39.0192,-77.0809,994,"Chevy Chase View, MD"
39.1423,-77.4102,4984,"Poolesville, MD"
39.0516,-76.5745,2574,"Herald Harbor, MD"
39.6624,-79.4044,475,"Friendsville, MD"
39.1515,-77.0065,6004,"Ashton-Sandy Spring, MD"
38.2448,-75.7825,898,"Mount Vernon, MD"
39.113,-75.7497,138,"Marydel, MD"
39.1286,-76.8476,24510,"North Laurel, MD"
39.0141,-77.1943,45780,"Potomac, MD"
39.0021,-77.0743,593,"North Chevy Chase, MD"
39.1058,-76.7438,10088,"Fort Meade, MD"
38.1697,-75.8895,157,"Dames Quarter, MD"
38.8237,-76.9485,5897,"Marlow Heights, MD"
39.6268,-77.8138,34,"Kemps Mill, MD"
39.6111,-76.098,763,"Port Deposit, MD"
39.0929,-76.6512,2770,"Gambrills, MD"
39.5736,-76.0668,4413,"Perryville, MD"
39.2194,-76.1971,80,"Georgetown, MD"
38.5352,-76.9701,9365,"La Plata, MD"
38.2897,-75.8928,266,"Jesterville, MD"
39.6973,-77.4562,263,"Sabillasville, MD"
38.7027,-76.3354,791,"Tilghman Island, MD"
39.1405,-77.1745,565,"Washington Grove, MD"
39.4577,-77.7496,639,"Sharpsburg, MD"
39.1755,-77.2643,91447,"Germantown, MD"
39.4336,-77.4157,154972,"Frederick, MD"
38.9358,-76.8146,10924,"Mitchellville, MD"
38.6085,-76.9195,73223,"Waldorf, MD"
39.6124,-78.8082,858,"Potomac Park, MD"
39.6584,-76.8881,5348,"Manchester, MD"
39.5525,-78.8692,202,"Bier, MD"
38.0956,-75.5842,363,"West Pocomoke, MD"
38.8709,-76.9234,10512,"Coral Hills, MD"
39.3572,-76.4767,15219,"Rossville, MD"
38.7672,-76.8266,10844,"Rosaryville, MD"
38.9802,-76.8502,17808,"Seabrook, MD"
39.7126,-77.6794,44,"Reid, MD"
39.2355,-76.6367,7565,"Baltimore Highlands, MD"
39.6304,-78.0239,16,"Ernstville, MD"
39.6112,-78.94,90,"National, MD"
39.5428,-78.6155,99,"Oldtown, MD"
38.4659,-76.4973,458,"St. Leonard, MD"
39.6561,-77.9304,359,"Clear Spring, MD"
39.4408,-77.5353,4615,"Middletown, MD"
38.9439,-76.9571,3492,"Brentwood, MD"
39.282,-76.0992,363,"Butlertown, MD"
39.1783,-77.1957,33565,"Montgomery Village, MD"
39.583,-77.6139,276,"Bagtown, MD"
39.1814,-76.957,920,"Highland, MD"
38.981,-77.0028,17885,"Takoma Park, MD"
38.945,-76.951,556,"North Brentwood, MD"
38.8492,-76.9225,24927,"Suitland, MD"
39.5348,-76.346,10037,"Bel Air, MD"
39.1166,-76.9356,10428,"Burtonsville, MD"
39.4165,-79.4022,1838,"Oakland, MD"
39.4004,-79.3812,4692,"Mountain Lake Park, MD"
38.391,-75.3,80,"Whaleyville, MD"
39.5897,-78.9486,424,"Midland, MD"
39.7034,-78.5758,69,"Flintstone, MD"
39.2781,-77.5292,1751,"Point of Rocks, MD"
39.6272,-78.805,1176,"Bowling Green, MD"
39.3571,-77.2753,330,"Monrovia, MD"
38.362,-76.4372,1809,"Lusby, MD"
38.8374,-76.7144,3827,"Marlboro Meadows, MD"
38.9793,-77.0742,797,"Chevy Chase Section Three, MD"
38.1444,-75.9417,465,"Deal Island, MD"
38.6881,-76.5448,24565,"Chesapeake Beach, MD"
39.2004,-76.859,103170,"Columbia, MD"
39.6308,-78.3921,25,"Little Orleans, MD"
39.7022,-77.5021,182,"Fort Ritchie, MD"
38.984,-77.074,717,"Chevy Chase Section Five, MD"
39.1416,-76.8843,9142,"Scaggsville, MD"
39.095,-76.8622,25906,"Laurel, MD"
39.2094,-77.1418,380,"Laytonsville, MD"
38.584,-75.7893,57,"Eldorado, MD"
39.2268,-76.1654,411,"Fairlee, MD"
39.4858,-77.2481,1097,"Libertytown, MD"
39.4777,-76.2385,6264,"Riverside, MD"
39.042,-76.0631,4767,"Centreville, MD"
39.6989,-77.7766,139,"Cearfoss, MD"
39.5079,-77.6585,3553,"Boonsboro, MD"
39.3652,-76.069,318,"Betterton, MD"
39.2314,-77.2617,22100,"Clarksburg, MD"
39.2703,-76.4942,62516,"Dundalk, MD"
39.6971,-78.8763,857,"Mount Savage, MD"
39.2365,-76.6659,8314,"Lansdowne, MD"
39.346,-76.7307,26205,"Lochearn, MD"
38.1772,-75.9366,375,"Chance, MD"
38.9312,-76.466,107,"Highland Beach, MD"
38.9764,-75.808,1887,"Greensboro, MD"
39.2629,-75.836,609,"Millington, MD"
39.4633,-76.2115,2869,"Perryman, MD"
39.0955,-77.2372,24236,"North Potomac, MD"
39.2187,-76.7684,26804,"Ilchester, MD"
39.3198,-76.3858,6131,"Bowleys Quarters, MD"
38.3825,-75.1475,12085,"Ocean Pines, MD"
39.119,-76.9828,2330,"Spencerville, MD"
38.4355,-76.7426,1779,"Mechanicsville, MD"
39.5524,-77.6406,188,"San Mar, MD"
39.1029,-76.4876,19724,"Lake Shore, MD"
39.4789,-78.9462,66,"Dawson, MD"
39.4534,-78.9731,750,"McCoole, MD"
39.5797,-77.0064,18593,"Westminster, MD"
39.6426,-77.5932,1149,"Cavetown, MD"
38.5987,-77.1372,1212,"Potomac Heights, MD"
39.6878,-77.7173,5828,"Fountainhead-Orchard Hills, MD"
39.6251,-78.0161,47,"Big Pool, MD"
39.5516,-78.9978,19,"Nikep, MD"
38.3059,-75.8834,298,"Bivalve, MD"
38.9042,-76.8678,12963,"Summerfield, MD"
39.2218,-76.2349,291,"Tolchester, MD"
38.9861,-76.5519,16084,"Parole, MD"
34.9699,-94.7205,1062,"Wister, OK"
34.2356,-96.217,199,"Caney, OK"
35.5559,-95.6525,151,"Council Hill, OK"
35.4578,-94.4984,538,"Remy, OK"
36.3741,-99.6219,352,"Fargo, OK"
36.2313,-96.9302,603,"Glencoe, OK"
35.6494,-95.6544,242,"Boynton, OK"
34.4779,-97.4661,149,"Tatums, OK"
36.5698,-96.708,1298,"Fairfax, OK"
35.5706,-97.5567,9407,"The Village, OK"
35.9642,-94.8912,141,"Scraper, OK"
34.4708,-96.2209,343,"Lehigh, OK"
33.9899,-96.2304,299,"Blue, OK"
35.1715,-94.6707,1365,"Panama, OK"
35.8602,-95.9753,220,"Liberty, OK"
33.8347,-96.3901,526,"Achille, OK"
36.477,-95.0195,305,"Disney, OK"
35.668,-97.1905,1694,"Luther, OK"
35.9845,-94.6036,618,"Old Green, OK"
36.8739,-95.0947,589,"Welch, OK"
34.8659,-96.6678,1194,"Byng, OK"
36.5849,-98.8784,931,"Waynoka, OK"
36.36,-95.1214,4,"Hoot Owl, OK"
34.6197,-98.7522,329,"Indiahoma, OK"
35.5578,-94.7434,1063,"Brushy, OK"
34.2909,-97.1255,694,"Springer, OK"
36.4379,-99.2045,1204,"Mooreland, OK"
36.5791,-98.4578,375,"Carmen, OK"
36.9146,-95.8047,123,"Wann, OK"
35.9797,-96.7603,6637,"Cushing, OK"
36.8517,-100.0552,87,"Gate, OK"
33.8769,-96.16,143,"Albany, OK"
35.5284,-97.6182,10333,"Warr Acres, OK"
35.2569,-94.9225,554,"Keota, OK"
34.3413,-98.8706,47,"Hollister, OK"
34.9362,-98.1363,486,"Cement, OK"
36.265,-99.8774,1293,"Shattuck, OK"
36.6788,-97.3281,2989,"Tonkawa, OK"
36.9008,-95.9254,746,"Copan, OK"
34.8392,-97.6105,2776,"Lindsay, OK"
35.8061,-95.0438,612,"Zeb, OK"
36.5466,-98.2714,1429,"Helena, OK"
35.3525,-96.9647,35833,"Shawnee, OK"
35.9674,-94.6549,111,"Christie, OK"
35.7769,-96.0279,1249,"Beggs, OK"
36.3013,-94.9979,1029,"Kenwood, OK"
36.0365,-95.7809,108303,"Broken Arrow, OK"
35.7975,-94.8656,687,"Tenkiller, OK"
36.6832,-98.4237,6,"Lambert, OK"
34.1876,-96.997,1247,"Dickson, OK"
34.9227,-97.7763,548,"Alex, OK"
35.156,-99.0594,155,"Rocky, OK"
35.4483,-97.4408,21798,"Del City, OK"
34.0008,-96.511,131,"Mead, OK"
36.6798,-97.0346,1606,"McCord, OK"
35.4508,-97.457,73,"Smith Village, OK"
36.6364,-95.1769,5639,"Vinita, OK"
36.4556,-95.1292,125,"Pensacola, OK"
34.8662,-98.8759,15,"Cooperton, OK"
36.861,-101.2161,1924,"Hooker, OK"
35.5468,-97.5444,3887,"Nichols Hills, OK"
35.6699,-99.6003,48,"Strong City, OK"
36.7235,-97.0679,24849,"Ponca City, OK"
36.9379,-96.6488,31,"Grainola, OK"
35.6821,-94.7177,253,"Greasy, OK"
35.6341,-95.2013,414,"Sand Hill, OK"
34.4826,-96.4367,114,"Clarita, OK"
35.978,-97.0299,2841,"Perkins, OK"
35.9324,-97.263,1833,"Langston, OK"
36.4061,-97.8701,48325,"Enid, OK"
35.895,-96.8702,348,"Agra, OK"
34.2407,-96.7566,525,"Ravia, OK"
34.4977,-96.9899,4798,"Sulphur, OK"
35.1278,-94.6687,997,"Shady Point, OK"
36.394,-94.716,307,"Sycamore, OK"
33.9313,-96.4299,2316,"Calera, OK"
35.5072,-97.6417,19402,"Bethany, OK"
35.9305,-94.8179,150,"Eldon, OK"
35.1193,-95.2378,293,"Kinta, OK"
36.0821,-96.5819,1015,"Oilton, OK"
36.9248,-97.6571,12,"Renfrow, OK"
34.0826,-97.9788,43,"Sugden, OK"
36.5466,-97.8324,258,"Kremlin, OK"
34.2421,-99.0781,294,"Davidson, OK"
34.6268,-99.1373,90,"Headrick, OK"
34.3178,-96.1676,305,"Tushka, OK"
35.8546,-94.9559,3985,"Park Hill, OK"
35.2043,-95.8893,130,"Hanna, OK"
36.5929,-94.7878,7630,"Grove, OK"
34.0867,-96.7742,4608,"Madill, OK"
36.6147,-101.1936,218,"Hardesty, OK"
34.0043,-95.0895,737,"Valliant, OK"
35.9814,-97.9106,472,"Dover, OK"
36.0905,-94.7385,73,"Chewey, OK"
34.8985,-94.9759,173,"Le Flore, OK"
36.2712,-94.79,69,"Cloud Creek, OK"
34.4436,-96.6359,32,"Connerville, OK"
36.3882,-98.1779,239,"Meno, OK"
36.0088,-95.036,19,"Gideon, OK"
35.4903,-96.4793,1177,"Boley, OK"
35.8424,-97.4354,9123,"Guthrie, OK"
33.9042,-94.8294,5829,"Idabel, OK"
35.0812,-96.8598,158,"St. Louis, OK"
36.1857,-96.4904,109,"Terlton, OK"
35.5331,-95.4849,123,"Rentiesville, OK"
35.5927,-98.2913,1273,"Geary, OK"
36.8011,-97.3009,6564,"Blackwell, OK"
36.9237,-97.3352,204,"Braman, OK"
34.8113,-97.6055,153,"Erin Springs, OK"
35.2546,-95.2391,390,"Whitefield, OK"
35.45,-99.1707,148,"Foss, OK"
35.043,-94.6357,8106,"Poteau, OK"
35.512,-95.1602,603,"Webbers Falls, OK"
35.0941,-96.1238,150,"Lamar, OK"
36.2978,-95.9917,1301,"Sperry, OK"
34.616,-97.8207,1177,"Bray, OK"
36.171,-94.6852,40,"Dripping Springs, OK"
34.1943,-97.1253,21315,"Ardmore, OK"
36.4595,-94.7468,0,"Deer Lick, OK"
34.6024,-96.4204,313,"Tupelo, OK"
36.1953,-96.3355,297,"Westport, OK"
35.9315,-95.1436,593,"Hulbert, OK"
36.7543,-98.156,86,"Nescatunga, OK"
34.4696,-96.0548,404,"Stringtown, OK"
34.3857,-96.1313,3091,"Atoka, OK"
36.1315,-97.074,48550,"Stillwater, OK"
35.2456,-94.4774,4070,"Pocola, OK"
36.9316,-94.8706,2416,"Commerce, OK"
35.8439,-97.938,4360,"Kingfisher, OK"
35.9641,-95.3791,8603,"Wagoner, OK"
36.2647,-94.6921,834,"Colcord, OK"
36.2473,-95.9654,2580,"Turley, OK"
35.7093,-96.7643,822,"Davenport, OK"
34.8353,-95.8357,657,"Savanna, OK"
33.7935,-97.1426,478,"Thackerville, OK"
34.8774,-96.413,930,"Allen, OK"
36.9581,-94.7813,891,"Quapaw, OK"
35.2639,-96.9338,6608,"Tecumseh, OK"
34.655,-96.0309,45,"Wardville, OK"
36.8041,-97.4499,27,"Nardin, OK"
35.4147,-94.5137,3711,"Roland, OK"
35.2103,-96.9609,62,"Brooksville, OK"
35.3568,-96.3852,134,"Bearden, OK"
35.2974,-99.6284,4146,"Sayre, OK"
35.6137,-96.0068,13685,"Okmulgee, OK"
35.5108,-97.3715,3998,"Spencer, OK"
